Epoch,Loss (1D),Loss (2D),Loss (3D),Loss (4D),Loss (5D),Loss (6D)
40,0.04305006564,0.04295168072,0.04234705493,0.03949419037,0.04309793189,0.03997161239
41,0.04304203391,0.04294642434,0.04224198312,0.03924142197,0.04309008643,0.03989624977
42,0.04303433001,0.04294076934,0.04212212563,0.0390246585,0.04308274388,0.03984324634
43,0.04302693531,0.04293475673,0.04198626429,0.03884931281,0.04307571799,0.03973876312
44,0.04301981628,0.0429283157,0.04183217883,0.03869730234,0.04306900129,0.03954661638
45,0.04301293939,0.04292220622,0.04165878892,0.03854165226,0.04306235909,0.03928545862
46,0.04300628975,0.0429155454,0.04146275669,0.03836345673,0.04305548966,0.03900221735
47,0.04299984872,0.04290767387,0.04124176502,0.03815826029,0.04304886237,0.0387416631
48,0.04299359396,0.04289977252,0.04099339619,0.03793417662,0.04304205626,0.03852651268
49,0.04298750311,0.04289171472,0.04071158916,0.0377067849,0.04303465039,0.03835102543
50,0.04298155755,0.04288301989,0.04039604962,0.03749226034,0.04302722216,0.03818840161
51,0.04297573492,0.04287363216,0.04004113004,0.03729854524,0.04301909357,0.03800950572
52,0.0429700017,0.04286351427,0.03964349255,0.0371167995,0.04301016778,0.03779788688
53,0.04296433926,0.0428526178,0.03920288384,0.03692709655,0.04300080612,0.03755286708
54,0.0429587923,0.04284088686,0.03870788217,0.03671573102,0.04298979044,0.03728777915
55,0.04295342788,0.04282827675,0.03816731274,0.03648697585,0.04297801852,0.03702344
56,0.04294803366,0.04281647503,0.03758148104,0.03625568375,0.04296495393,0.03677912056
57,0.04294249788,0.04280259088,0.03694546223,0.03603473306,0.04294975102,0.0365617238
58,0.04293679446,0.04278660566,0.03626520187,0.03582468629,0.04293284565,0.03635665402
59,0.04293093085,0.04277136177,0.03554831073,0.0356160365,0.0429129079,0.03614044562
60,0.04292495549,0.04275509715,0.03480214998,0.03539831564,0.04289004207,0.03589681536
61,0.04291892797,0.0427373983,0.03403439,0.0351680778,0.04286279529,0.0356320478
62,0.04291281104,0.04271819443,0.03326255083,0.03493130207,0.04283047467,0.03536745906
63,0.04290652275,0.04269752651,0.03249681368,0.0346975103,0.0427929908,0.03512148559
64,0.04290002957,0.04267548397,0.03173793852,0.03447024897,0.04274930805,0.0348935537
65,0.04289328307,0.0426518321,0.03099642135,0.03424365819,0.0427004844,0.03466860577
66,0.04288624972,0.04262681305,0.0302805379,0.03400877118,0.04264430702,0.03443022072
67,0.04287890717,0.04260103777,0.02959344536,0.03376334906,0.04257889837,0.03417496011
68,0.0428712219,0.04257301241,0.02894060872,0.03351347893,0.04250347614,0.03391316533
69,0.04286315292,0.04254238307,0.02831337601,0.03326587379,0.04241806641,0.03365867212
70,0.04285467416,0.0425112173,0.02771478519,0.03301766515,0.04232563823,0.03341390565
71,0.04284574091,0.04247776046,0.02714723535,0.03276132792,0.04222629964,0.03316482529
72,0.04283632338,0.04244190454,0.02660955116,0.03249153495,0.04212061316,0.03289687634
73,0.04282638431,0.04240380973,0.02610532194,0.03220965341,0.04200661182,0.03261297196
74,0.04281587899,0.04236375913,0.02562008426,0.03192172199,0.04188356549,0.03232758492
75,0.04280477762,0.04232120141,0.02514530346,0.03162944317,0.04174800962,0.03204794601
76,0.04279302806,0.04227585346,0.02467854694,0.0313283056,0.0416007638,0.03176346794
77,0.04278058931,0.04222849384,0.02424409613,0.03101630881,0.04144454747,0.03146053851
78,0.04276741669,0.04217806458,0.02386356331,0.03069830872,0.04127730057,0.03114312515
79,0.04275346547,0.04212514311,0.02349351346,0.0303788092,0.04109814763,0.03082707338
80,0.04273867607,0.04206822813,0.02307282016,0.03004978038,0.04090387747,0.03051370196
81,0.04272265732,0.04201009125,0.02267875895,0.02970168367,0.04070005193,0.0301871188
82,0.0427050516,0.04194651544,0.02232180722,0.02934064344,0.04048555344,0.02984818816
83,0.04268682003,0.04188062996,0.02192202769,0.02897490002,0.04025729746,0.02951537818
84,0.04266776145,0.04181198031,0.0215491727,0.02860304154,0.04001282156,0.02918357588
85,0.04264774173,0.0417387262,0.02118369751,0.02820142359,0.03975360468,0.02883358672
86,0.04262676835,0.04166088998,0.02078377455,0.0278132949,0.03948123008,0.02847994119
87,0.04260464758,0.04157997295,0.02042332292,0.02741306648,0.03919111937,0.02813072875
88,0.04258124903,0.0414955169,0.02005470358,0.02700540051,0.03888307884,0.02776611596
89,0.04255649447,0.04140708223,0.01968199015,0.02659335174,0.03855992109,0.02740193717
90,0.04253028706,0.0413114205,0.01935750991,0.02618006431,0.03820724785,0.02703613415
91,0.04250253737,0.04121209681,0.01901200786,0.02579590119,0.0378202796,0.02665274031
92,0.04247315228,0.0411106497,0.0186788179,0.02540707774,0.03738978133,0.02627661079
93,0.04244205356,0.04100346938,0.01838717051,0.02505425364,0.03690887243,0.02588312887
94,0.04240913689,0.04088967294,0.01807240024,0.02471462637,0.03636753932,0.02549808845
95,0.04237429425,0.04076995701,0.01776012406,0.02439966425,0.03576536477,0.0250936076
96,0.04233741015,0.04064857215,0.01750202291,0.02410393208,0.0350156948,0.02470030449
97,0.04229834676,0.040519353,0.01722559147,0.0238268692,0.03418087214,0.02429771982
98,0.04225697741,0.04038579017,0.01694038697,0.02358480729,0.03321747109,0.02390211448
99,0.04221314937,0.04024626687,0.01670891605,0.0233697053,0.03205590323,0.02351561375
100,0.04216686636,0.04010084644,0.016453024,0.02316807583,0.03090708517,0.02312859148
101,0.04211744666,0.03994978219,0.01618755981,0.02297883108,0.02987703867,0.02275203727
102,0.04206522182,0.03979247063,0.01597441547,0.0228080228,0.02873401344,0.02239469066
103,0.04200995341,0.03962754831,0.01573446952,0.02265555225,0.02802667394,0.02205951512
104,0.04195196927,0.03945391625,0.01549078617,0.02251908742,0.02799620293,0.02176684141
105,0.04189226031,0.03927399591,0.01529415511,0.02239416912,0.02688780241,0.02153937146
106,0.04183152318,0.03908639401,0.01506943256,0.02226831391,0.0269007571,0.02126141638
107,0.04176943004,0.03889051825,0.01484166831,0.02213216573,0.02604998834,0.02089584246
108,0.04170545191,0.03868675977,0.01465871464,0.02201557532,0.02584048174,0.02075219527
109,0.04163949192,0.03847500309,0.01445282158,0.02192123421,0.02509571053,0.02052955702
110,0.04157112539,0.03825197369,0.01423851866,0.02181827091,0.02482783422,0.02025204524
111,0.0415000096,0.03801269084,0.01406855043,0.02170645259,0.02418112382,0.02017606422
112,0.0414259322,0.03775460646,0.01388285868,0.02161446773,0.02387098037,0.01993337087
113,0.04134875163,0.03747650981,0.01367833279,0.02152988687,0.02328978293,0.01978863589
114,0.0412684381,0.03717586771,0.01351851784,0.02143217996,0.02296390384,0.01968835667
115,0.04118481278,0.03684948385,0.01334837172,0.02134308219,0.02245862596,0.01948592439
116,0.04109741002,0.03649490699,0.01315532625,0.02126722038,0.02210382931,0.01943200454
117,0.04100599885,0.03611249477,0.01300570276,0.02118399367,0.02164996788,0.0192813836
118,0.04091050476,0.03569521382,0.01285178214,0.02110407874,0.02127164043,0.01916782185
119,0.04081073776,0.03523785993,0.01267490536,0.02103678323,0.02087105438,0.01910855807
120,0.04070647806,0.03473088518,0.01253485866,0.02096583508,0.02046948485,0.01896202937
121,0.04059754312,0.03417333215,0.01239367016,0.0208956711,0.02011677995,0.01890752837
122,0.04048364982,0.03356467187,0.01223038137,0.02083525807,0.01970174164,0.01881575957
123,0.04036414623,0.03290865198,0.01209621318,0.02077274397,0.01938801631,0.01871234924
124,0.04023560137,0.03220992908,0.01196727343,0.02070931345,0.01897042803,0.01866880618
125,0.04009985179,0.03146624193,0.01181537751,0.02065238357,0.01868993416,0.01856493205
126,0.03995706886,0.03067852557,0.01168262865,0.02059371769,0.0182774812,0.01850373857
127,0.03980731964,0.02984935418,0.01156466268,0.02053339221,0.01801537722,0.01844410971
128,0.0396560505,0.02898561582,0.01143103838,0.02047747001,0.01762393862,0.01835508458
129,0.03950110078,0.02808379941,0.01129883714,0.02042065188,0.01737026311,0.01831215248
130,0.03933967277,0.02714607678,0.01118304208,0.02036248893,0.01700441726,0.01823958941
131,0.03917372972,0.02618094347,0.01107089221,0.02030790597,0.01674363203,0.01817435026
132,0.03900209069,0.02519929595,0.0109523274,0.02025383897,0.01640787348,0.01813069731
133,0.03882311657,0.02420736477,0.01083174907,0.02019894496,0.01613979042,0.01805927977
134,0.03864150867,0.02321708575,0.01072181761,0.02014684491,0.01582916826,0.01801163331
135,0.03845953569,0.02224361338,0.01061986201,0.0200962238,0.01555196196,0.01796219125
136,0.0382726565,0.02130154148,0.01051493175,0.02004495263,0.01526102796,0.01790122874
137,0.03807934001,0.02040486224,0.01040721685,0.0199951455,0.01498108543,0.01786165312
138,0.03788210452,0.01956354454,0.01029960625,0.0199470818,0.01470518485,0.01780962944
139,0.03768185154,0.01878549531,0.01019740757,0.01989869773,0.01442780439,0.01776034757
140,0.03747942299,0.0180771444,0.01010013279,0.01985047571,0.01416553371,0.01772199944
141,0.03726828843,0.01744006015,0.01000444964,0.01980363391,0.01389737055,0.01767132059
142,0.0370526053,0.01687478647,0.009911483154,0.01975704543,0.0136506632,0.01762982458
143,0.0368312262,0.01635921374,0.009818010963,0.01971003041,0.01339813787,0.01758932136
144,0.03660179675,0.01587626897,0.009726278484,0.01966374554,0.01317147352,0.01754188165
145,0.036364384,0.01540950686,0.009633459151,0.0196182318,0.01294049527,0.01750350744
146,0.0361192897,0.01494222693,0.009543813765,0.01957253926,0.01273062825,0.01746072248
147,0.03586762026,0.01447326969,0.009453465231,0.0195270516,0.0125156939,0.01741683483
148,0.03561103716,0.01406037342,0.009366272017,0.0194823835,0.0123207802,0.01737871021
149,0.03534881771,0.01370335557,0.009279748425,0.01943801157,0.01212277822,0.01733527891
150,0.03508031368,0.01339698955,0.009196905419,0.01939365081,0.0119405333,0.01729444228
151,0.03480549529,0.01312992908,0.00911567267,0.01934979111,0.01175443642,0.01725576073
152,0.03452536464,0.0128597077,0.009040979668,0.01930646226,0.01158186886,0.01721340977
153,0.03424075246,0.01256054547,0.00897024665,0.01926317811,0.01140602585,0.01717479527
154,0.03395134583,0.01224368066,0.008915857412,0.01922005229,0.01124205254,0.01713587157
155,0.03365633637,0.01193603128,0.008850216866,0.01917737909,0.01107692346,0.01709538326
156,0.03335751221,0.01165953744,0.008791441098,0.0191349443,0.01092308946,0.01705808192
157,0.0330545269,0.01142011862,0.008675269783,0.0190925803,0.0107692685,0.01701945812
158,0.0327450484,0.0112019591,0.008570685051,0.01905048266,0.01062566973,0.01698078588
159,0.03243447095,0.01099484973,0.008496750146,0.01900877059,0.01048256643,0.01694426686
160,0.03211909533,0.01079039462,0.008450646885,0.01896729693,0.01034683175,0.01690635085
161,0.03179730102,0.01058289595,0.008410136215,0.01892598905,0.01021106914,0.01686915569
162,0.03146962076,0.01037656888,0.008322085254,0.01888499409,0.01008150075,0.01683320664
163,0.03113613836,0.01017772313,0.008230007254,0.01884433813,0.009952716529,0.01679617539
164,0.03079864383,0.009989105165,0.008153106086,0.01880392432,0.009829349816,0.01676009223
165,0.03045905009,0.009817110375,0.008102167398,0.01876369864,0.009706892073,0.01672466099
166,0.03012500517,0.00966321677,0.008061547764,0.01872370392,0.009589467198,0.01668847725
167,0.02979028225,0.009523967281,0.007996594533,0.01868399978,0.009473288432,0.01665310189
168,0.0294589866,0.009387419559,0.007921626791,0.01864453778,0.009362026118,0.01661800593
169,0.02912547253,0.009246580303,0.007844048552,0.01860525832,0.009252301417,0.01658220589
170,0.02878668532,0.009103910998,0.007783587091,0.01856618375,0.009147647768,0.01654664241
171,0.02844902314,0.008965939283,0.007736969739,0.01852732897,0.009045453742,0.01651082374
172,0.02811381593,0.008837783709,0.007690900937,0.01848872751,0.008948623203,0.01647499204
173,0.02777782641,0.008717834949,0.007640717551,0.01845032349,0.008854486048,0.01643957198
174,0.02744054794,0.00860389322,0.007575303782,0.01841208711,0.008765079081,0.01640357077
175,0.02710309997,0.008492101915,0.00751126511,0.01837401651,0.00867775362,0.01636826247
176,0.026767537,0.008381356485,0.00745134009,0.01833614148,0.008594351821,0.01633487642
177,0.02643396333,0.008273258805,0.007400279865,0.01829845458,0.008513126522,0.01630237326
178,0.02610052936,0.008168922737,0.007356068585,0.01826095767,0.008435304277,0.01626982167
179,0.02576773614,0.008070602082,0.007314172108,0.01822361723,0.008359928615,0.01623676531
180,0.0254362803,0.007976824418,0.007276505232,0.01818646118,0.008287674747,0.01620358601
181,0.02510755509,0.007885400206,0.00723360572,0.01814947464,0.008218104951,0.01617011614
182,0.02478050813,0.007794991601,0.007193636149,0.01811266132,0.008151269518,0.01613677852
183,0.02445711568,0.007706204895,0.007140322588,0.01807602495,0.008087222464,0.01610421948
184,0.02413761243,0.007620500401,0.007088773418,0.01803955622,0.008025532588,0.01607208326
185,0.02382446453,0.007538223173,0.00703245122,0.0180032514,0.007966638543,0.01603997499
186,0.02351555787,0.00745858904,0.006981038488,0.01796711236,0.007909862325,0.0160081163
187,0.02321038768,0.007380324416,0.006934701465,0.01793111488,0.007855596021,0.0159763284
188,0.02291017771,0.007302848622,0.006893402897,0.01789527759,0.007803144865,0.01594444737
189,0.02261489257,0.007226365153,0.006856290158,0.01785958186,0.007752792444,0.01591297053
190,0.02233265154,0.007151831407,0.00682332553,0.01782403328,0.007704111282,0.0158816576
191,0.0220524855,0.007079906762,0.006797526963,0.01778864488,0.007657272276,0.01585033163
192,0.02177826874,0.007010019384,0.006777295377,0.01775339991,0.007612065878,0.01581916772
193,0.02151212841,0.006941569038,0.006776289083,0.01771830581,0.007568271365,0.01578824036
194,0.0212511383,0.006874289829,0.006753179245,0.01768334955,0.007525839843,0.01575749554
195,0.02099516243,0.006808617152,0.006734951865,0.01764853299,0.00748458039,0.01572686806
196,0.02074399404,0.006745049264,0.006638506427,0.01761386357,0.007444641087,0.01569638774
197,0.0204977598,0.006683589891,0.006559734233,0.01757932827,0.007405822631,0.01566601545
198,0.02025526948,0.006623603404,0.006526536308,0.01754493266,0.007368231192,0.01563570648
199,0.02001796663,0.006564495154,0.006526552141,0.01751068793,0.007331659086,0.01560549811
200,0.01978544891,0.006506164093,0.006524278782,0.01747656986,0.007296121214,0.01557548437
201,0.01955955848,0.006448975299,0.006465453655,0.01744259708,0.007261514198,0.01554568857
202,0.01933591999,0.006393360905,0.006401463412,0.01740878448,0.007227804512,0.01551605575
203,0.01911860518,0.006339099724,0.006362148561,0.01737516187,0.007194989361,0.01548655704
204,0.01892479323,0.006286014337,0.006352088414,0.01734180376,0.007162979804,0.01545717753
205,0.01873300411,0.006233838387,0.00634476915,0.01730888896,0.007131791674,0.01542787906
206,0.01854336262,0.006182406098,0.006304967217,0.01727668941,0.007101320662,0.01539865695
207,0.0183558315,0.006132342387,0.006256514695,0.01724536531,0.007071586326,0.01536953915
208,0.01817043312,0.00608373154,0.006216648035,0.01721436344,0.007042519283,0.01534055918
209,0.01798771694,0.006036303937,0.006197650917,0.01718208939,0.007014125586,0.0153116947
210,0.01780662313,0.005989843979,0.006186959334,0.01714751311,0.006986388937,0.01528294943
211,0.01762807369,0.005944302771,0.006162559148,0.01711238921,0.006959274411,0.01525430009
212,0.01745200343,0.005900031887,0.006128649227,0.01707936823,0.006932776887,0.01522575505
213,0.01727843098,0.005856954493,0.006089246832,0.0170487687,0.006906837225,0.0151972957
214,0.01710735261,0.005814862903,0.006060522515,0.01701848209,0.006881452166,0.01516890898
215,0.01693894528,0.005773655605,0.006042649969,0.01698653027,0.006856574677,0.01514059864
216,0.01677277125,0.00573332794,0.006027261261,0.01695320755,0.006832196843,0.01511238422
217,0.01661089808,0.005694043823,0.006009213626,0.0169205647,0.006808293052,0.0150842825
218,0.01645710692,0.005655786954,0.005980714224,0.01688970998,0.006784838624,0.01505629532
219,0.01630640961,0.005618494004,0.005950828549,0.01685958728,0.006761829834,0.01502840687
220,0.016156286,0.005582054611,0.005921700038,0.01682861149,0.006739243865,0.01500056963
221,0.01600695029,0.00554649625,0.00589774549,0.01679666899,0.006717079319,0.01497279201
222,0.01585863531,0.005511967465,0.005878623109,0.01676494256,0.006695313379,0.01494510006
223,0.01571121067,0.005478408188,0.00586208608,0.01673430763,0.006673932541,0.01491749566
224,0.01556485705,0.00544574298,0.005847043358,0.0167043414,0.006652923301,0.01488999277
225,0.01541971881,0.005413888022,0.005830016918,0.01667406224,0.006632273085,0.01486258768
226,0.01527576055,0.005382807925,0.005814496428,0.01664318517,0.006611968391,0.0148352664
227,0.01513304748,0.005352560431,0.00579447113,0.01661226526,0.006591997109,0.01480801683
228,0.01499840524,0.005323164631,0.005776614416,0.01658195443,0.006572350394,0.01478084363
229,0.01486438885,0.005294502713,0.005754230544,0.01655220613,0.006553015672,0.01475373469
230,0.01473114453,0.005266532768,0.005734089296,0.01652251929,0.006533981301,0.01472669654
231,0.01459881105,0.005239215679,0.005711356178,0.01649255492,0.006515237503,0.01469973661
232,0.01446736977,0.005212560762,0.005690903403,0.01646241918,0.006496771239,0.01467284188
233,0.0143392235,0.005186461378,0.005670232233,0.01643249393,0.006478583906,0.01464602817
234,0.01421698555,0.005160916597,0.005651352927,0.01640296727,0.006460662,0.01461928897
235,0.01409270894,0.005135805346,0.005633003544,0.01637372188,0.006442994811,0.01459261589
236,0.01396668144,0.005111054052,0.005616204813,0.01634449698,0.006425579078,0.01456601452
237,0.01383947581,0.005086438265,0.005600364413,0.01631516218,0.006408405025,0.0145394858
238,0.01371131651,0.005062199198,0.005586785264,0.01628579944,0.006391470786,0.01451302413
239,0.01359072886,0.00503854081,0.005575212184,0.01625657454,0.006374770775,0.0144866379
240,0.01347402204,0.005015573464,0.005570357665,0.01622758619,0.006358294748,0.01446032617
241,0.01335700601,0.004993319511,0.00556913903,0.01619880274,0.006342035253,0.01443407685
242,0.01323969942,0.004971644841,0.005586601794,0.01617012173,0.00632598158,0.01440788805
243,0.01312289573,0.004950431176,0.005592280068,0.01614147238,0.006310132332,0.01438171603
244,0.01300629228,0.004929505754,0.005615372211,0.01611283422,0.006294481456,0.01435560267
245,0.01289035566,0.004908816889,0.005558521021,0.01608424634,0.006279024296,0.01432959642
246,0.01277542673,0.004888330121,0.005498101935,0.01605575532,0.006263760384,0.01430370472
247,0.01266374346,0.004868188873,0.005439554341,0.01602740772,0.006248680875,0.01427790336
248,0.01255245693,0.004848322831,0.005429442041,0.01599919982,0.006233781576,0.01425217371
249,0.01244188473,0.004828824662,0.005453580059,0.01597111486,0.006219061092,0.01422649715
250,0.01233011857,0.00480972603,0.005459120963,0.0159431193,0.006204508245,0.01420086809
251,0.01221827976,0.004791006446,0.005441094749,0.01591518894,0.006190124899,0.01417527162
252,0.01211012714,0.004772643093,0.005386590958,0.01588732004,0.006175903603,0.0141497273
253,0.01200257614,0.004754641093,0.005353402346,0.01585951447,0.006161843427,0.01412424631
254,0.01189607009,0.00473694969,0.005353184417,0.01583177969,0.006147940177,0.01409882959
255,0.01178928651,0.004719565623,0.00536219636,0.01580411382,0.006134194322,0.01407347992
256,0.01168295555,0.004702499602,0.005359643139,0.01577653363,0.0061206026,0.01404820383
257,0.01158268843,0.004685802385,0.00532638561,0.0157490354,0.006107157096,0.01402299199
258,0.01148363575,0.004669555929,0.00529427873,0.01572162472,0.006093860604,0.0139978379
259,0.01138586365,0.004653890617,0.005278991535,0.01569429412,0.006080708466,0.013972749
260,0.01128939725,0.004638927523,0.00527872378,0.01566705294,0.006067696959,0.01394771878
261,0.01119402144,0.004624703899,0.005279556848,0.01563988626,0.006054824218,0.01392276213
262,0.01109981537,0.004610951524,0.005265518092,0.01561280247,0.006042082794,0.0138978865
263,0.01100772247,0.004596207291,0.005244138185,0.01558579504,0.006029463373,0.01387309842
264,0.01091642678,0.004579794593,0.005221885629,0.01555886399,0.006016958971,0.0138484044
265,0.01082691457,0.004562018905,0.005208138376,0.01553201862,0.006004564464,0.01382384077
266,0.010738343,0.004546141252,0.00520249689,0.01550525427,0.005992276128,0.01379948668
267,0.0106535852,0.004533180036,0.005198008381,0.01547857374,0.005980096292,0.01377553027
268,0.01056936849,0.00452126842,0.005190729164,0.01545201428,0.005968023092,0.01375246514
269,0.01048545074,0.004508227576,0.005176499952,0.01542560384,0.005956053734,0.01373127475
270,0.01040136721,0.00449313689,0.005160415545,0.01539942063,0.005944191013,0.01371413004
271,0.01031737216,0.004478232935,0.005144376773,0.01537365466,0.005932434928,0.0137019176
272,0.01023540646,0.004465250298,0.00513200229,0.01534849033,0.005920783151,0.01369250938
273,0.01015554368,0.004453678615,0.005123222247,0.01532418374,0.00590923056,0.01367126498
274,0.01007565949,0.00444171764,0.005116289482,0.01530052628,0.005897777155,0.0136312414
275,0.009995728731,0.004428565502,0.005109876394,0.01527653635,0.005886428058,0.01358684618
276,0.009916925803,0.004415140487,0.005101746414,0.01525007933,0.005875180475,0.01356220618
277,0.009838042781,0.004402593244,0.005093287677,0.01522091124,0.005864031613,0.01355321053
278,0.009759023786,0.004391158931,0.005082537886,0.01519155502,0.005852974951,0.01353556849
279,0.009679963812,0.004380001687,0.005072216969,0.01516529731,0.005842011888,0.01350118499
280,0.009603459388,0.004368288442,0.005060767755,0.01514201891,0.005831134506,0.01346783899
281,0.009527844377,0.004356039688,0.00505033182,0.01511876099,0.005820352118,0.01344976854
282,0.009451896884,0.004344079643,0.005039654672,0.01509314962,0.005809659138,0.01343560871
283,0.009375948459,0.004332908429,0.005030172877,0.01506563742,0.005799056031,0.01341000386
284,0.009303512983,0.004322161898,0.005021062214,0.01503909472,0.005788541865,0.01337857544
285,0.009232614189,0.004311209545,0.005013420712,0.01501487009,0.005778116174,0.01335533522
286,0.009162865579,0.004299872555,0.005006826948,0.01499151997,0.005767778028,0.01333909109
287,0.009093461558,0.004288482945,0.005003696773,0.01496697962,0.005757525563,0.01331808884
288,0.009024027735,0.004277362023,0.00500269793,0.01494099293,0.005747357383,0.01329034753
289,0.008954841644,0.004266879056,0.005011991598,0.01491520368,0.00573727442,0.01326521486
290,0.008887000382,0.004256885499,0.0050228904,0.01489103958,0.005727277603,0.01324635465
291,0.008820679039,0.00424714759,0.005055038258,0.01486692019,0.005717361812,0.01322707161
292,0.00875424128,0.004237228539,0.005063088611,0.01484301127,0.005707525183,0.01320276875
293,0.008687887341,0.004227023106,0.005080346018,0.01482054684,0.005697765388,0.01317764353
294,0.008622719906,0.004216755275,0.005020057783,0.01479856856,0.005688081495,0.01315659843
295,0.008558474481,0.004206754733,0.004960690159,0.01477622706,0.005678473506,0.01313746814
296,0.008494479582,0.004197153263,0.004914390855,0.01475106366,0.005668940488,0.01311571337
297,0.008430836722,0.004187840037,0.004914837889,0.01472378988,0.005659486167,0.01309179887
298,0.008368648589,0.004178674426,0.004945027176,0.01469737198,0.005650107749,0.01306946203
299,0.00830673147,0.004169546999,0.004954951815,0.01467397343,0.005640801508,0.01304951496
300,0.008246308193,0.004160410259,0.004943112843,0.01465244684,0.005631565116,0.0130292438
301,0.008186695166,0.004151309375,0.004896192811,0.01463011093,0.005622397177,0.01300703175
302,0.008125938475,0.004142271355,0.004867049865,0.01460564882,0.005613296758,0.01298455987
303,0.008066175506,0.004133344628,0.004866926465,0.01458012965,0.005604263861,0.01296364516
304,0.008007628843,0.00412451569,0.004880797118,0.01455574669,0.005595297087,0.0129436655
305,0.007950368337,0.004115794785,0.004888744093,0.01453316305,0.005586392246,0.01292295381
306,0.007893336006,0.004107188899,0.00486846827,0.01451126672,0.005577550735,0.01290126611
307,0.007836584933,0.004098710604,0.00484220311,0.01448864024,0.005568766966,0.01287987363
308,0.007780289277,0.004090386443,0.004823311232,0.01446483843,0.005560043268,0.01285949349
309,0.00772542879,0.004082258791,0.004820694681,0.0144405961,0.005551379174,0.0128394803
310,0.007671314292,0.004074323922,0.004826958291,0.01441692933,0.005542774685,0.01281894557
311,0.007617418189,0.004066526424,0.004826546181,0.01439421624,0.005534227472,0.01279794052
312,0.007563848048,0.00405896455,0.004817923065,0.01437211037,0.005525741726,0.01277718414
313,0.007511081174,0.004051541444,0.00479944516,0.0143500641,0.00551731512,0.01275703963
314,0.00745945517,0.004044338129,0.004783730488,0.01432770491,0.005508944392,0.01273715403
315,0.007408110425,0.004037093371,0.00477543287,0.01430489309,0.005500632338,0.01271702722
